_id,date,hosp_for_covid,hosp_other_conditions,icu_for_covid,icu_other_conditions
1558,2023-06-23T00:00:00,.3578,.6422,.7083,.2917
1559,2023-06-24T00:00:00,.3644,.6356,.5833,.4167
1560,2023-06-25T00:00:00,.3846,.6154,.6818,.3182
1561,2023-06-26T00:00:00,.3925,.6075,.6111,.3889
1562,2023-06-27T00:00:00,.4254,.5746,.7143,.2857
1563,2023-06-28T00:00:00,.3486,.6514,.6296,.3704
1564,2023-06-29T00:00:00,.3409,.6591,.6250,.3750
1565,2023-06-30T00:00:00,.3507,.6493,.4444,.5556
1566,2023-07-01T00:00:00,.3891,.6109,.6296,.3704
1567,2023-07-02T00:00:00,.4091,.5909,.7083,.2917
1568,2023-07-03T00:00:00,.4279,.5721,.6818,.3182
1569,2023-07-04T00:00:00,.4159,.5841,.6957,.3043
1570,2023-07-05T00:00:00,.3906,.6094,.7222,.2778
1571,2023-07-06T00:00:00,.3515,.6485,.7308,.2692
1572,2023-07-07T00:00:00,.3925,.6075,.7895,.2105
1573,2023-07-08T00:00:00,.4149,.5851,.7083,.2917
1574,2023-07-09T00:00:00,.4194,.5806,.6667,.3333
1575,2023-07-10T00:00:00,.4038,.5962,.6818,.3182
1576,2023-07-11T00:00:00,.3750,.6250,.5769,.4231
1577,2023-07-12T00:00:00,.3213,.6787,.5417,.4583
1578,2023-07-13T00:00:00,.3575,.6425,.5200,.4800
1579,2023-07-14T00:00:00,.3122,.6878,.5000,.5000
1580,2023-07-15T00:00:00,.3349,.6651,.6061,.3939
1581,2023-07-16T00:00:00,.3671,.6329,.5294,.4706
1582,2023-07-17T00:00:00,.3632,.6368,.5769,.4231
1583,2023-07-18T00:00:00,.3304,.6696,.6538,.3462
1584,2023-07-19T00:00:00,.3559,.6441,.4828,.5172
1585,2023-07-20T00:00:00,.3172,.6828,.5185,.4815
1586,2023-07-21T00:00:00,.3114,.6886,.4444,.5556
1587,2023-07-22T00:00:00,.3174,.6826,.5000,.5000
1588,2023-07-23T00:00:00,.3222,.6778,.5652,.4348
1589,2023-07-24T00:00:00,.3120,.6880,.6250,.3750
1590,2023-07-25T00:00:00,.3577,.6423,.5517,.4483
1591,2023-07-26T00:00:00,.3436,.6564,.6154,.3846
1592,2023-07-27T00:00:00,.3306,.6694,.5000,.5000
1593,2023-07-28T00:00:00,.3319,.6681,.4483,.5517
1594,2023-07-29T00:00:00,.3527,.6473,.4828,.5172
1595,2023-07-30T00:00:00,.3520,.6480,.5833,.4167
1596,2023-07-31T00:00:00,.3454,.6546,.6400,.3600
1597,2023-08-01T00:00:00,.3429,.6571,.6296,.3704
1598,2023-08-02T00:00:00,.3648,.6352,.6818,.3182
1599,2023-08-03T00:00:00,.3544,.6456,.7778,.2222
1600,2023-08-04T00:00:00,.3718,.6282,.7391,.2609
1601,2023-08-05T00:00:00,.3486,.6514,.6296,.3704
1602,2023-08-06T00:00:00,.3613,.6387,.7308,.2692
1603,2023-08-07T00:00:00,.3373,.6627,.6429,.3571
1604,2023-08-08T00:00:00,.3360,.6640,.6296,.3704
1605,2023-08-09T00:00:00,.3346,.6654,.6000,.4000
1606,2023-08-10T00:00:00,.3452,.6548,.5652,.4348
1607,2023-08-11T00:00:00,.3465,.6535,.4783,.5217
1608,2023-08-12T00:00:00,.3383,.6617,.4762,.5238
1609,2023-08-13T00:00:00,.3763,.6237,.6000,.4000
1610,2023-08-14T00:00:00,.3986,.6014,.5714,.4286
1611,2023-08-15T00:00:00,.3957,.6043,.5455,.4545
1612,2023-08-16T00:00:00,.4206,.5794,.6087,.3913
1613,2023-08-17T00:00:00,.3900,.6100,.6087,.3913
1614,2023-08-18T00:00:00,.4070,.5930,.5000,.5000
1615,2023-08-19T00:00:00,.4088,.5912,.4643,.5357
1616,2023-08-20T00:00:00,.3848,.6152,.5000,.5000
1617,2023-08-21T00:00:00,.3095,.6905,.6000,.4000
1618,2023-08-22T00:00:00,.3686,.6314,.6364,.3636
1619,2023-08-23T00:00:00,.3650,.6350,.5909,.4091
1620,2023-08-24T00:00:00,.3651,.6349,.5385,.4615
1621,2023-08-25T00:00:00,.3433,.6567,.6400,.3600
1622,2023-08-26T00:00:00,.3597,.6403,.5909,.4091
1623,2023-08-27T00:00:00,.3607,.6393,.6667,.3333
1624,2023-08-28T00:00:00,.3552,.6448,.3750,.6250
1625,2023-08-29T00:00:00,.3439,.6561,.6087,.3913
1626,2023-08-30T00:00:00,.3510,.6490,.7500,.2500
1627,2023-08-31T00:00:00,.3533,.6467,.7143,.2857
1628,2023-09-01T00:00:00,.3774,.6226,.6923,.3077
1629,2023-09-02T00:00:00,.4030,.5970,.7000,.3000
1630,2023-09-03T00:00:00,.3873,.6127,.7692,.2308
1631,2023-09-04T00:00:00,.3812,.6188,.7500,.2500
1632,2023-09-05T00:00:00,.4293,.5707,.7813,.2188
1633,2023-09-06T00:00:00,.4162,.5838,.7419,.2581
1634,2023-09-07T00:00:00,.4010,.5990,.6364,.3636
1635,2023-09-08T00:00:00,.3900,.6100,.6000,.4000
1636,2023-09-09T00:00:00,.3683,.6317,.5532,.4468
1637,2023-09-10T00:00:00,.3942,.6058,.6190,.3810
1638,2023-09-11T00:00:00,.3808,.6192,.5122,.4878
1639,2023-09-12T00:00:00,.3782,.6218,.6111,.3889
1640,2023-09-13T00:00:00,.3836,.6164,.5750,.4250
1641,2023-09-14T00:00:00,.3787,.6213,.5556,.4444
1642,2023-09-15T00:00:00,.3607,.6393,.6341,.3659
1643,2023-09-16T00:00:00,.3899,.6101,.6829,.3171
1644,2023-09-17T00:00:00,.3914,.6086,.7059,.2941
1645,2023-09-18T00:00:00,.3737,.6263,.5750,.4250
1646,2023-09-19T00:00:00,.3661,.6339,.5366,.4634
1647,2023-09-20T00:00:00,.3682,.6318,.6000,.4000
1648,2023-09-21T00:00:00,.3482,.6518,.5294,.4706
1649,2023-09-22T00:00:00,.3688,.6313,.5238,.4762
1650,2023-09-23T00:00:00,.3833,.6167,.5111,.4889
1651,2023-09-24T00:00:00,.3873,.6127,.5370,.4630
1652,2023-09-25T00:00:00,.3882,.6118,.5246,.4754
1653,2023-09-26T00:00:00,.3537,.6463,.5714,.4286
1654,2023-09-27T00:00:00,.3617,.6383,.5660,.4340
1655,2023-09-28T00:00:00,.3644,.6356,.6471,.3529
1656,2023-09-29T00:00:00,.3730,.6270,.6154,.3846
1657,2023-09-30T00:00:00,.3748,.6252,.5763,.4237
1658,2023-10-01T00:00:00,.3797,.6203,.5500,.4500
1659,2023-10-02T00:00:00,.3797,.6203,.5667,.4333
1660,2023-10-03T00:00:00,.3663,.6337,.6111,.3889
1661,2023-10-04T00:00:00,.3647,.6353,.5417,.4583
1662,2023-10-05T00:00:00,.3648,.6352,.4744,.5256
1663,2023-10-06T00:00:00,.3635,.6365,.5600,.4400
1664,2023-10-07T00:00:00,.3682,.6318,.5584,.4416
1665,2023-10-08T00:00:00,.3776,.6224,.6081,.3919
1666,2023-10-09T00:00:00,.3865,.6135,.6267,.3733
1667,2023-10-10T00:00:00,.3684,.6316,.5890,.4110
1668,2023-10-11T00:00:00,.3627,.6373,.6338,.3662
1669,2023-10-12T00:00:00,.3585,.6415,.6269,.3731
1670,2023-10-13T00:00:00,.3553,.6447,.6563,.3438
1671,2023-10-14T00:00:00,.3609,.6391,.6364,.3636
1672,2023-10-15T00:00:00,.3769,.6231,.6250,.3750
1673,2023-10-16T00:00:00,.3771,.6229,.5970,.4030
1674,2023-10-17T00:00:00,.3810,.6190,.6613,.3387
1675,2023-10-18T00:00:00,.3588,.6412,.6667,.3333
1676,2023-10-19T00:00:00,.3496,.6504,.5893,.4107
1677,2023-10-20T00:00:00,.3661,.6339,.6250,.3750
1678,2023-10-21T00:00:00,.3855,.6145,.6267,.3733
1679,2023-10-22T00:00:00,.3758,.6242,.6203,.3797
1680,2023-10-23T00:00:00,.3838,.6162,.6119,.3881
1681,2023-10-24T00:00:00,.3671,.6329,.5946,.4054
1682,2023-10-25T00:00:00,.3728,.6272,.6615,.3385
1683,2023-10-26T00:00:00,.3740,.6260,.6897,.3103
1684,2023-10-27T00:00:00,.3716,.6284,.6000,.4000
1685,2023-10-28T00:00:00,.3864,.6136,.6034,.3966
1686,2023-10-29T00:00:00,.3964,.6036,.5781,.4219
1687,2023-10-30T00:00:00,.4031,.5969,.7000,.3000
1688,2023-10-31T00:00:00,.3946,.6054,.6818,.3182
1689,2023-11-01T00:00:00,.3998,.6002,.7097,.2903
1690,2023-11-02T00:00:00,.3860,.6140,.6786,.3214
1691,2023-11-03T00:00:00,.3951,.6049,.7170,.2830
1692,2023-11-04T00:00:00,.3927,.6073,.7021,.2979
1693,2023-11-05T00:00:00,.3889,.6111,.7619,.2381
1694,2023-11-06T00:00:00,.3909,.6091,.6545,.3455
1695,2023-11-07T00:00:00,.3839,.6161,.6792,.3208
1696,2023-11-08T00:00:00,.3878,.6122,.6377,.3623
1697,2023-11-09T00:00:00,.3974,.6026,.6429,.3571
1698,2023-11-10T00:00:00,.4016,.5984,.6491,.3509
1699,2023-11-11T00:00:00,.3969,.6031,.5690,.4310
1700,2023-11-12T00:00:00,.4111,.5889,.5246,.4754
1701,2023-11-13T00:00:00,.4036,.5964,.4444,.5556
1702,2023-11-14T00:00:00,.3687,.6313,.4384,.5616
1703,2023-11-15T00:00:00,.3752,.6248,.4925,.5075
1704,2023-11-16T00:00:00,.3722,.6278,.4769,.5231
1705,2023-11-17T00:00:00,.3477,.6523,.4783,.5217
1706,2023-11-18T00:00:00,.3629,.6371,.4789,.5211
1707,2023-11-19T00:00:00,.3691,.6309,.4487,.5513
1708,2023-11-20T00:00:00,.3758,.6242,.4474,.5526
1709,2023-11-21T00:00:00,.3737,.6263,.5000,.5000
1710,2023-11-22T00:00:00,.3719,.6281,.4878,.5122
1711,2023-11-23T00:00:00,.3829,.6171,.5316,.4684
1712,2023-11-24T00:00:00,.3662,.6338,.5143,.4857
1713,2023-11-25T00:00:00,.3717,.6283,.5325,.4675
1714,2023-11-26T00:00:00,.3845,.6155,.5652,.4348
1715,2023-11-27T00:00:00,.3759,.6241,.6024,.3976
1716,2023-11-28T00:00:00,.3727,.6273,.5595,.4405
1717,2023-11-29T00:00:00,.3776,.6224,.6118,.3882
1718,2023-11-30T00:00:00,.3487,.6513,.5882,.4118
1719,2023-12-01T00:00:00,.3779,.6221,.5930,.4070
1720,2023-12-02T00:00:00,.3699,.6301,.5464,.4536
1721,2023-12-03T00:00:00,.3694,.6306,.5051,.4949
1722,2023-12-04T00:00:00,.3743,.6257,.5327,.4673
1723,2023-12-05T00:00:00,.3717,.6283,.5140,.4860
1724,2023-12-06T00:00:00,.3547,.6453,.5745,.4255
1725,2023-12-07T00:00:00,.3681,.6319,.5545,.4455
1726,2023-12-08T00:00:00,.3615,.6385,.4947,.5053
1727,2023-12-09T00:00:00,.3672,.6328,.5248,.4752
1728,2023-12-10T00:00:00,.3722,.6278,.5299,.4701
1729,2023-12-11T00:00:00,.3858,.6142,.5234,.4766
1730,2023-12-12T00:00:00,.3858,.6142,.5300,.4700
1731,2023-12-13T00:00:00,.3728,.6272,.4762,.5238
1732,2023-12-14T00:00:00,.3754,.6246,.5000,.5000
1733,2023-12-15T00:00:00,.3744,.6256,.5244,.4756
1734,2023-12-16T00:00:00,.4046,.5954,.5542,.4458
1735,2023-12-17T00:00:00,.4004,.5996,.5116,.4884
1736,2023-12-18T00:00:00,.3978,.6022,.5060,.4940
1737,2023-12-19T00:00:00,.3867,.6133,.5161,.4839
1738,2023-12-20T00:00:00,.3926,.6074,.5426,.4574
1739,2023-12-21T00:00:00,.3869,.6131,.5542,.4458
1740,2023-12-22T00:00:00,.4009,.5991,.5529,.4471
1741,2023-12-23T00:00:00,.4153,.5847,.6556,.3444
1742,2023-12-24T00:00:00,.4048,.5952,.6383,.3617
1743,2023-12-25T00:00:00,.4078,.5922,.6404,.3596
1744,2023-12-26T00:00:00,.4063,.5937,.6186,.3814
1745,2023-12-27T00:00:00,.3890,.6110,.4946,.5054
1746,2023-12-28T00:00:00,.3791,.6209,.5233,.4767
1747,2023-12-29T00:00:00,.3753,.6247,.6023,.3977
1748,2023-12-30T00:00:00,.3917,.6083,.6726,.3274
1749,2023-12-31T00:00:00,.4047,.5953,.6239,.3761
1750,2024-01-01T00:00:00,.4117,.5883,.6667,.3333
1751,2024-01-02T00:00:00,.3897,.6103,.6863,.3137
1752,2024-01-03T00:00:00,.3936,.6064,.6733,.3267
1753,2024-01-04T00:00:00,.4074,.5926,.6916,.3084
1754,2024-01-05T00:00:00,.4168,.5832,.6944,.3056
1755,2024-01-06T00:00:00,.4226,.5774,.7353,.2647
1756,2024-01-07T00:00:00,.4509,.5491,.6842,.3158
1757,2024-01-08T00:00:00,.4043,.5957,.7030,.2970
1758,2024-01-09T00:00:00,.4124,.5876,.6667,.3333
1759,2024-01-10T00:00:00,.4004,.5996,.7228,.2772
1760,2024-01-11T00:00:00,.3987,.6013,.6699,.3301
1761,2024-01-12T00:00:00,.4252,.5748,.6531,.3469
1762,2024-01-13T00:00:00,.4251,.5749,.6500,.3500
1763,2024-01-14T00:00:00,.4298,.5702,.6931,.3069
1764,2024-01-15T00:00:00,.4205,.5795,.6300,.3700
1765,2024-01-16T00:00:00,.4189,.5811,.5591,.4409
1766,2024-01-17T00:00:00,.4109,.5891,.5833,.4167
1767,2024-01-18T00:00:00,.4195,.5805,.6265,.3735
1768,2024-01-19T00:00:00,.4227,.5773,.6026,.3974
1769,2024-01-20T00:00:00,.4213,.5787,.6375,.3625
1770,2024-01-21T00:00:00,.4318,.5682,.5843,.4157
1771,2024-01-22T00:00:00,.3937,.6063,.6250,.3750
1772,2024-01-23T00:00:00,.3879,.6121,.5821,.4179
1773,2024-01-24T00:00:00,.3665,.6335,.5735,.4265
1774,2024-01-25T00:00:00,.3518,.6482,.5789,.4211
1775,2024-01-26T00:00:00,.3589,.6411,.6333,.3667
1776,2024-01-27T00:00:00,.3763,.6237,.6441,.3559
1777,2024-01-28T00:00:00,.3668,.6332,.6667,.3333
1778,2024-01-29T00:00:00,.3801,.6199,.6406,.3594
1779,2024-01-30T00:00:00,.3531,.6469,.5970,.4030
1780,2024-01-31T00:00:00,.3802,.6198,.4923,.5077
1781,2024-02-01T00:00:00,.3626,.6374,.4821,.5179
1782,2024-02-02T00:00:00,.3594,.6406,.5517,.4483
1783,2024-02-03T00:00:00,.3594,.6406,.4262,.5738
1784,2024-02-04T00:00:00,.3657,.6343,.5000,.5000
1785,2024-02-05T00:00:00,.3559,.6441,.5536,.4464
1786,2024-02-06T00:00:00,.3645,.6355,.4600,.5400
1787,2024-02-07T00:00:00,.3685,.6315,.5098,.4902
1788,2024-02-08T00:00:00,.3493,.6507,.5577,.4423
1789,2024-02-09T00:00:00,.3520,.6480,.5000,.5000
1790,2024-02-10T00:00:00,.3639,.6361,.5957,.4043
1791,2024-02-11T00:00:00,.3858,.6142,.6500,.3500
1792,2024-02-12T00:00:00,.3680,.6320,.6190,.3810
1793,2024-02-13T00:00:00,.3973,.6027,.5714,.4286
1794,2024-02-14T00:00:00,.3801,.6199,.6222,.3778
1795,2024-02-15T00:00:00,.4020,.5980,.6136,.3864
1796,2024-02-16T00:00:00,.3625,.6375,.6190,.3810
1797,2024-02-17T00:00:00,.3779,.6221,.6170,.3830
1798,2024-02-18T00:00:00,.3852,.6148,.6744,.3256
1799,2024-02-19T00:00:00,.4071,.5929,.7037,.2963
1800,2024-02-20T00:00:00,.3942,.6058,.6731,.3269
1801,2024-02-21T00:00:00,.3808,.6192,.6600,.3400
1802,2024-02-22T00:00:00,.3918,.6082,.6829,.3171
1803,2024-02-23T00:00:00,.4104,.5896,.7297,.2703
1804,2024-02-24T00:00:00,.4043,.5957,.7714,.2286
1805,2024-02-25T00:00:00,.4225,.5775,.6889,.3111
1806,2024-02-26T00:00:00,.4141,.5859,.6667,.3333
1807,2024-02-27T00:00:00,.4116,.5884,.5750,.4250
1808,2024-02-28T00:00:00,.4051,.5949,.5814,.4186
1809,2024-02-29T00:00:00,.3938,.6062,.5946,.4054
1810,2024-03-01T00:00:00,.4064,.5936,.6486,.3514
1811,2024-03-02T00:00:00,.3795,.6205,.6410,.3590
1812,2024-03-03T00:00:00,.4120,.5880,.6053,.3947
1813,2024-03-04T00:00:00,.3935,.6065,.5556,.4444
1814,2024-03-05T00:00:00,.3985,.6015,.5882,.4118
1815,2024-03-06T00:00:00,.3684,.6316,.5000,.5000
1816,2024-03-07T00:00:00,.3824,.6176,.5000,.5000
1817,2024-03-08T00:00:00,.3678,.6322,.4412,.5588
1818,2024-03-09T00:00:00,.3735,.6265,.4688,.5313
1819,2024-03-10T00:00:00,.3862,.6138,.4138,.5862
1820,2024-03-11T00:00:00,.3962,.6038,.3462,.6538
1821,2024-03-12T00:00:00,.3900,.6100,.4615,.5385
1822,2024-03-13T00:00:00,.3953,.6047,.5517,.4483
1823,2024-03-14T00:00:00,.3851,.6149,.5417,.4583
1824,2024-03-15T00:00:00,.3858,.6142,.6154,.3846
1825,2024-03-16T00:00:00,.3781,.6219,.6552,.3448
1826,2024-03-17T00:00:00,.3816,.6184,.5758,.4242
1827,2024-03-18T00:00:00,.3621,.6379,.5185,.4815
1828,2024-03-19T00:00:00,.3379,.6621,.4667,.5333
1829,2024-03-20T00:00:00,.2960,.7040,.4615,.5385
1830,2024-03-21T00:00:00,.3284,.6716,.5263,.4737
1831,2024-03-22T00:00:00,.2978,.7022,.5000,.5000
1832,2024-03-23T00:00:00,.3123,.6877,.5882,.4118
1833,2024-03-24T00:00:00,.2941,.7059,.4706,.5294
1834,2024-03-25T00:00:00,.2767,.7233,.6111,.3889
1835,2024-03-26T00:00:00,.2759,.7241,.6923,.3077
1836,2024-03-27T00:00:00,.3223,.6777,.6957,.3043
1837,2024-03-28T00:00:00,.3180,.6820,.7895,.2105
1838,2024-03-29T00:00:00,.3347,.6653,.8333,.1667
1839,2024-03-30T00:00:00,.3373,.6627,.8824,.1176
1840,2024-03-31T00:00:00,.3552,.6448,.8235,.1765
1841,2024-04-01T00:00:00,.3906,.6094,.8000,.2000
1842,2024-04-02T00:00:00,.4186,.5814,.6538,.3462
1843,2024-04-03T00:00:00,.4184,.5816,.6667,.3333
1844,2024-04-04T00:00:00,.4100,.5900,.5833,.4167
1845,2024-04-05T00:00:00,.3789,.6211,.5714,.4286
1846,2024-04-06T00:00:00,.3579,.6421,.4138,.5862
1847,2024-04-07T00:00:00,.3709,.6291,.4545,.5455
1848,2024-04-08T00:00:00,.3897,.6103,.5217,.4783
1849,2024-04-09T00:00:00,.3907,.6093,.6316,.3684
1850,2024-04-10T00:00:00,.3875,.6125,.6087,.3913
1851,2024-04-11T00:00:00,.3885,.6115,.6190,.3810
1852,2024-04-12T00:00:00,.3932,.6068,.6087,.3913
1853,2024-04-13T00:00:00,.3973,.6027,.5417,.4583
1854,2024-04-14T00:00:00,.4153,.5847,.5238,.4762
1855,2024-04-15T00:00:00,.3865,.6135,.5652,.4348
1856,2024-04-16T00:00:00,.3818,.6182,.6190,.3810
1857,2024-04-17T00:00:00,.3895,.6105,.5714,.4286
1858,2024-04-18T00:00:00,.3798,.6202,.6471,.3529
1859,2024-04-19T00:00:00,.3720,.6280,.5500,.4500
1860,2024-04-20T00:00:00,.3629,.6371,.6316,.3684
1861,2024-04-21T00:00:00,.3828,.6172,.5500,.4500
1862,2024-04-22T00:00:00,.3896,.6104,.5263,.4737
1863,2024-04-23T00:00:00,.3529,.6471,.5000,.5000
1864,2024-04-24T00:00:00,.4022,.5978,.5556,.4444
1865,2024-04-25T00:00:00,.3977,.6023,.6111,.3889
1866,2024-04-26T00:00:00,.4335,.5665,.6400,.3600
1867,2024-04-27T00:00:00,.4173,.5827,.6667,.3333
1868,2024-04-28T00:00:00,.4599,.5401,.6667,.3333
1869,2024-04-29T00:00:00,.4000,.6000,.6000,.4000
1870,2024-04-30T00:00:00,.4058,.5942,.6316,.3684
1871,2024-05-01T00:00:00,.3794,.6206,.6111,.3889
1872,2024-05-02T00:00:00,.3822,.6178,.6316,.3684
1873,2024-05-03T00:00:00,.3922,.6078,.6667,.3333
1874,2024-05-04T00:00:00,.3680,.6320,.6000,.4000
1875,2024-05-05T00:00:00,.3494,.6506,.6250,.3750
1876,2024-05-06T00:00:00,.3675,.6325,.7222,.2778
1877,2024-05-07T00:00:00,.3317,.6683,.6667,.3333
1878,2024-05-08T00:00:00,.3588,.6412,.6667,.3333
1879,2024-05-09T00:00:00,.3005,.6995,.6818,.3182
1880,2024-05-10T00:00:00,.3689,.6311,.7000,.3000
1881,2024-05-11T00:00:00,.3976,.6024,.7692,.2308
1882,2024-05-12T00:00:00,.4055,.5945,.8125,.1875
1883,2024-05-13T00:00:00,.3639,.6361,.8077,.1923
1884,2024-05-14T00:00:00,.3811,.6189,.7241,.2759
1885,2024-05-15T00:00:00,.3625,.6375,.7273,.2727
1886,2024-05-16T00:00:00,.3680,.6320,.7333,.2667
1887,2024-05-17T00:00:00,.4087,.5913,.6765,.3235
1888,2024-05-18T00:00:00,.4252,.5748,.6250,.3750
1889,2024-05-19T00:00:00,.4116,.5884,.6389,.3611
1890,2024-05-20T00:00:00,.4376,.5624,.6667,.3333
1891,2024-05-21T00:00:00,.4338,.5662,.7273,.2727
1892,2024-05-22T00:00:00,.4165,.5835,.6786,.3214
1893,2024-05-23T00:00:00,.4497,.5503,.7586,.2414
1894,2024-05-24T00:00:00,.4186,.5814,.6667,.3333
1895,2024-05-25T00:00:00,.4060,.5940,.6296,.3704
1896,2024-05-26T00:00:00,.3936,.6064,.7200,.2800
1897,2024-05-27T00:00:00,.4382,.5618,.7143,.2857
1898,2024-05-28T00:00:00,.4302,.5698,.8000,.2000
1899,2024-05-29T00:00:00,.4286,.5714,.7037,.2963
1900,2024-05-30T00:00:00,.4413,.5587,.6400,.3600
1901,2024-05-31T00:00:00,.4613,.5387,.6786,.3214
1902,2024-06-01T00:00:00,.4658,.5342,.6061,.3939
1903,2024-06-02T00:00:00,.4729,.5271,.6667,.3333
1904,2024-06-03T00:00:00,.4357,.5643,.6897,.3103
1905,2024-06-04T00:00:00,.4511,.5489,.6667,.3333
1906,2024-06-05T00:00:00,.4343,.5657,.6400,.3600
1907,2024-06-06T00:00:00,.4263,.5737,.6429,.3571
1908,2024-06-07T00:00:00,.4551,.5449,.6774,.3226
1909,2024-06-08T00:00:00,.4553,.5447,.7188,.2813
1910,2024-06-09T00:00:00,.4631,.5369,.7500,.2500
1911,2024-06-10T00:00:00,.4630,.5370,.6667,.3333
1912,2024-06-11T00:00:00,.4587,.5413,.7000,.3000
1913,2024-06-12T00:00:00,.4485,.5515,.7000,.3000
1914,2024-06-13T00:00:00,.4430,.5570,.6452,.3548
1915,2024-06-14T00:00:00,.4379,.5621,.6970,.3030
1916,2024-06-15T00:00:00,.4706,.5294,.6944,.3056
1917,2024-06-16T00:00:00,.4734,.5266,.6667,.3333
1918,2024-06-17T00:00:00,.4596,.5404,.5238,.4762
1919,2024-06-18T00:00:00,.4341,.5659,.5714,.4286
1920,2024-06-19T00:00:00,.4130,.5870,.5333,.4667
1921,2024-06-20T00:00:00,.3946,.6054,.5455,.4545
1922,2024-06-21T00:00:00,.3720,.6280,.5600,.4400
1923,2024-06-22T00:00:00,.4011,.5989,.5862,.4138
1924,2024-06-23T00:00:00,.4044,.5956,.4815,.5185
1925,2024-06-24T00:00:00,.4155,.5845,.5000,.5000
1926,2024-06-25T00:00:00,.3757,.6243,.5769,.4231
1927,2024-06-26T00:00:00,.3786,.6214,.6087,.3913
1928,2024-06-27T00:00:00,.3889,.6111,.6364,.3636
1929,2024-06-28T00:00:00,.3644,.6356,.6316,.3684
1930,2024-06-29T00:00:00,.3757,.6243,.7895,.2105
1931,2024-06-30T00:00:00,.3857,.6143,.7059,.2941
1932,2024-07-01T00:00:00,.3984,.6016,.8000,.2000
1933,2024-07-02T00:00:00,.4133,.5867,.6875,.3125
1934,2024-07-03T00:00:00,.4393,.5607,.6000,.4000
1935,2024-07-04T00:00:00,.4201,.5799,.7368,.2632
1936,2024-07-05T00:00:00,.4409,.5591,.7500,.2500
1937,2024-07-06T00:00:00,.4639,.5361,.7241,.2759
1938,2024-07-07T00:00:00,.4562,.5438,.6571,.3429
1939,2024-07-08T00:00:00,.4477,.5523,.7500,.2500
1940,2024-07-09T00:00:00,.4567,.5433,.8400,.1600
1941,2024-07-10T00:00:00,.4783,.5217,.8400,.1600
1942,2024-07-11T00:00:00,.4647,.5353,.8261,.1739
1943,2024-07-12T00:00:00,.4236,.5764,.6667,.3333
1944,2024-07-13T00:00:00,.4323,.5677,.6429,.3571
1945,2024-07-14T00:00:00,.4358,.5642,.7692,.2308
1946,2024-07-15T00:00:00,.4130,.5870,.7600,.2400
1947,2024-07-16T00:00:00,.4139,.5861,.7813,.2188
1948,2024-07-17T00:00:00,.3891,.6109,.7297,.2703
1949,2024-07-18T00:00:00,.4013,.5987,.8387,.1613
1950,2024-07-19T00:00:00,.4245,.5755,.7353,.2647
1951,2024-07-20T00:00:00,.4130,.5870,.7333,.2667
1952,2024-07-21T00:00:00,.4414,.5586,.7742,.2258
1953,2024-07-22T00:00:00,.4276,.5724,.7857,.2143
1954,2024-07-23T00:00:00,.3942,.6058,.8696,.1304
1955,2024-07-24T00:00:00,.3814,.6186,.7200,.2800
1956,2024-07-25T00:00:00,.3482,.6518,.6667,.3333
1957,2024-07-26T00:00:00,.3638,.6362,.7222,.2778
1958,2024-07-27T00:00:00,.3525,.6475,.5238,.4762
1959,2024-07-28T00:00:00,.3444,.6556,.5600,.4400
1960,2024-07-29T00:00:00,.3503,.6497,.4400,.5600
1961,2024-07-30T00:00:00,.3503,.6497,.4074,.5926
1962,2024-07-31T00:00:00,.3312,.6688,.3793,.6207
1963,2024-08-01T00:00:00,.3398,.6602,.3226,.6774
1964,2024-08-02T00:00:00,.3589,.6411,.3333,.6667
1965,2024-08-03T00:00:00,.3670,.6330,.3448,.6552
1966,2024-08-04T00:00:00,.3966,.6034,.3704,.6296
1967,2024-08-05T00:00:00,.3685,.6315,.4545,.5455
1968,2024-08-06T00:00:00,.3728,.6272,.5000,.5000
1969,2024-08-07T00:00:00,.3468,.6532,.5357,.4643
1970,2024-08-08T00:00:00,.3369,.6631,.4412,.5588
1971,2024-08-09T00:00:00,.3628,.6372,.4063,.5938
1972,2024-08-10T00:00:00,.3709,.6291,.6279,.3721
1973,2024-08-11T00:00:00,.3754,.6246,.4667,.5333
1974,2024-08-12T00:00:00,.3638,.6362,.5556,.4444
1975,2024-08-13T00:00:00,.3563,.6437,.6154,.3846
1976,2024-08-14T00:00:00,.3498,.6502,.5909,.4091
1977,2024-08-15T00:00:00,.3313,.6687,.5714,.4286
1978,2024-08-16T00:00:00,.3300,.6700,.5714,.4286
1979,2024-08-17T00:00:00,.3468,.6532,.5263,.4737
1980,2024-08-18T00:00:00,.3827,.6173,.5714,.4286
1981,2024-08-19T00:00:00,.3854,.6146,.6667,.3333
1982,2024-08-20T00:00:00,.3533,.6467,.6897,.3103
1983,2024-08-21T00:00:00,.3505,.6495,.7500,.2500
1984,2024-08-22T00:00:00,.3562,.6438,.7037,.2963
1985,2024-08-23T00:00:00,.3389,.6611,.6452,.3548
1986,2024-08-24T00:00:00,.3576,.6424,.6129,.3871
1987,2024-08-25T00:00:00,.3809,.6191,.6452,.3548
1988,2024-08-26T00:00:00,.3928,.6072,.6389,.3611
1989,2024-08-27T00:00:00,.3829,.6171,.5106,.4894
1990,2024-08-28T00:00:00,.3689,.6311,.4571,.5429
1991,2024-08-29T00:00:00,.3671,.6329,.5278,.4722
1992,2024-08-30T00:00:00,.3839,.6161,.6286,.3714
1993,2024-08-31T00:00:00,.3641,.6359,.5946,.4054
