_id,date,hosp_for_covid,hosp_other_conditions,icu_for_covid,icu_other_conditions
1994,2024-09-01T00:00:00,.3758,.6242,.6000,.4000
1995,2024-09-02T00:00:00,.3774,.6226,.6316,.3684
1996,2024-09-03T00:00:00,.3887,.6113,.5897,.4103
1997,2024-09-04T00:00:00,.3627,.6373,.5556,.4444
1998,2024-09-05T00:00:00,.3820,.6180,.5366,.4634
1999,2024-09-06T00:00:00,.3734,.6266,.6047,.3953
2000,2024-09-07T00:00:00,.4139,.5861,.5135,.4865
2001,2024-09-08T00:00:00,.4135,.5865,.4848,.5152
2002,2024-09-09T00:00:00,.4079,.5921,.5278,.4722
2003,2024-09-10T00:00:00,.4187,.5813,.5263,.4737
2004,2024-09-11T00:00:00,.4378,.5622,.5510,.4490
2005,2024-09-12T00:00:00,.4480,.5520,.5800,.4200
2006,2024-09-13T00:00:00,.4190,.5810,.6071,.3929
2007,2024-09-14T00:00:00,.4074,.5926,.5682,.4318
2008,2024-09-15T00:00:00,.4199,.5801,.6222,.3778
2009,2024-09-16T00:00:00,.4047,.5953,.6275,.3725
2010,2024-09-17T00:00:00,.3503,.6497,.5294,.4706
2011,2024-09-18T00:00:00,.3526,.6474,.5417,.4583
2012,2024-09-19T00:00:00,.3838,.6162,.5745,.4255
2013,2024-09-20T00:00:00,.3734,.6266,.5439,.4561
2014,2024-09-21T00:00:00,.3875,.6125,.5918,.4082
2015,2024-09-22T00:00:00,.3896,.6104,.5510,.4490
2016,2024-09-23T00:00:00,.3970,.6030,.5000,.5000
2017,2024-09-24T00:00:00,.3955,.6045,.5909,.4091
2018,2024-09-25T00:00:00,.3698,.6302,.5800,.4200
2019,2024-09-26T00:00:00,.3608,.6392,.4909,.5091
2020,2024-09-27T00:00:00,.3753,.6247,.5741,.4259
2021,2024-09-28T00:00:00,.3612,.6388,.6346,.3654
2022,2024-09-29T00:00:00,.3529,.6471,.6739,.3261
2023,2024-09-30T00:00:00,.3465,.6535,.6000,.4000
2024,2024-10-01T00:00:00,.3756,.6244,.6400,.3600
2025,2024-10-02T00:00:00,.3412,.6588,.6000,.4000
2026,2024-10-03T00:00:00,.3522,.6478,.5185,.4815
2027,2024-10-04T00:00:00,.3432,.6568,.5870,.4130
2028,2024-10-05T00:00:00,.3504,.6496,.6034,.3966
2029,2024-10-06T00:00:00,.3519,.6481,.6222,.3778
2030,2024-10-07T00:00:00,.3422,.6578,.3966,.6034
2031,2024-10-08T00:00:00,.3380,.6620,.5476,.4524
2032,2024-10-09T00:00:00,.3360,.6640,.5429,.4571
2033,2024-10-10T00:00:00,.3539,.6461,.4792,.5208
2034,2024-10-11T00:00:00,.3590,.6410,.6000,.4000
2035,2024-10-12T00:00:00,.3566,.6434,.7027,.2973
2036,2024-10-13T00:00:00,.3687,.6313,.6486,.3514
2037,2024-10-14T00:00:00,.3670,.6330,.5909,.4091
2038,2024-10-15T00:00:00,.3488,.6513,.5476,.4524
2039,2024-10-16T00:00:00,.3304,.6696,.5000,.5000
2040,2024-10-17T00:00:00,.3509,.6491,.6000,.4000
2041,2024-10-18T00:00:00,.3534,.6466,.5667,.4333
2042,2024-10-19T00:00:00,.3569,.6431,.6571,.3429
2043,2024-10-20T00:00:00,.3722,.6278,.7500,.2500
2044,2024-10-21T00:00:00,.3530,.6470,.7105,.2895
2045,2024-10-22T00:00:00,.3507,.6493,.6410,.3590
2046,2024-10-23T00:00:00,.3438,.6562,.6429,.3571
2047,2024-10-24T00:00:00,.3229,.6771,.6410,.3590
2048,2024-10-25T00:00:00,.3321,.6679,.6038,.3962
2049,2024-10-26T00:00:00,.3369,.6631,.6000,.4000
2050,2024-10-27T00:00:00,.3440,.6560,.5000,.5000
2051,2024-10-28T00:00:00,.3106,.6894,.4468,.5532
2052,2024-10-29T00:00:00,.3013,.6987,.4706,.5294
2053,2024-10-30T00:00:00,.2914,.7086,.5745,.4255
2054,2024-10-31T00:00:00,.3036,.6964,.5455,.4545
2055,2024-11-01T00:00:00,.3086,.6914,.5405,.4595
2056,2024-11-02T00:00:00,.3143,.6857,.5833,.4167
2057,2024-11-03T00:00:00,.3333,.6667,.5714,.4286
2058,2024-11-04T00:00:00,.3181,.6819,.6364,.3636
2059,2024-11-05T00:00:00,.3167,.6833,.7097,.2903
2060,2024-11-06T00:00:00,.3333,.6667,.6552,.3448
2061,2024-11-07T00:00:00,.3268,.6732,.6857,.3143
2062,2024-11-08T00:00:00,.3141,.6859,.6757,.3243
2063,2024-11-09T00:00:00,.3208,.6792,.6667,.3333
2064,2024-11-10T00:00:00,.3398,.6602,.6750,.3250
2065,2024-11-11T00:00:00,.3347,.6653,.7297,.2703
2066,2024-11-12T00:00:00,.3511,.6489,.6429,.3571
